"lapse","polholder_age","polholder_BMCevol","polholder_diffdriver","polholder_gender","polholder_job","policy_age","policy_caruse","policy_nbcontract","prem_final","prem_freqperyear","prem_last","prem_market","prem_pure","vehicl_age","vehicl_agepurchase","vehicl_garage","vehicl_powerkw","vehicl_region"
0,38,"down","only partner","Male","normal",0,"private or freelance work",2,321.53,"4 per year",328.09,383.21,318.2,15,4,"street","100 kW","Reg10"
0,30,"down","same","Male","normal",1,"private or freelance work",1,469.91,"12 per year",479.5,458.11,439.54,13,12,"street","100 kW","Reg4"
0,68,"stable","same","Male","normal",2,"private or freelance work",1,274.58,"1 per year",274.59,262.09,285.09,18,11,"street","25-50 kW","Reg10"
0,48,"down","same","Male","normal",8,"unknown",1,407.91,"1 per year",416.24,290.85,374.61,8,0,"private garage","100 kW","Reg5"
0,48,"stable","young drivers","Male","normal",0,"private or freelance work",3,310.85,"4 per year",310.86,399.56,339.16,12,9,"street","75 kW","Reg9"
0,44,"stable","same","Male","normal",5,"unknown",1,298.54,"4 per year",298.55,233.8,301.31,14,9,"unknown","75 kW","Reg13"
0,24,"down","same","Male","medical",0,"private or freelance work",1,975.38,"12 per year",1016.03,843.92,857.9,10,8,"underground garage","75 kW","Reg5"
0,24,"up","same","Female","normal",0,"private or freelance work",1,1562.96,"4 per year",840.92,1594.77,1420.87,13,12,"carport","25-50 kW","Reg4"
0,55,"down","young drivers","Female","normal",1,"private or freelance work",1,277.79,"12 per year",283.46,236.7,248.04,14,7,"street","25-50 kW","Reg4"
0,38,"stable","same","Female","medical",10,"unknown",3,348.82,"1 per year",348.84,269.49,351.99,15,4,"street","25-50 kW","Reg9"
0,46,"stable","same","Male","medical",4,"private or freelance work",2,226.05,"1 per year",226.06,212.45,226.06,4,4,"parking deck","25-50 kW","Reg4"
0,38,"down","only partner","Male","medical",0,"private or freelance work",1,385.84,"4 per year",393.71,499.35,337.46,13,8,"street","100 kW","Reg7"
0,28,"stable","same","Female","normal",1,"private or freelance work",1,281.25,"4 per year",281.26,348.3,281.26,11,7,"other","75 kW","Reg14"
0,37,"down","same","Male","normal",0,"private or freelance work",1,920.09,"4 per year",1068.79,874.42,836.39,15,14,"street","75 kW","Reg4"
0,36,"down","all drivers > 24","Female","medical",0,"private or freelance work",1,148.04,"2 per year",151.06,205.78,132.17,15,9,"carport","25-50 kW","Reg11"
0,42,"stable","only partner","Male","normal",2,"private or freelance work",2,191.9,"1 per year",191.91,283.48,191.91,17,10,"underground garage","75 kW","Reg7"
0,77,"stable","only partner","Male","normal",7,"unknown",3,241.65,"1 per year",239.48,228.28,241.65,14,0,"private garage","100 kW","Reg5"
0,45,"stable","same","Female","medical",0,"private or freelance work",1,222.01,"1 per year",222.01,286.6,222.01,15,14,"other","75 kW","Reg3"
0,64,"stable","same","Female","normal",5,"unknown",1,290.13,"1 per year",290.14,247.4,295.38,16,0,"private garage","100 kW","Reg14"
0,37,"down","same","Male","medical",0,"private or freelance work",1,282.68,"2 per year",288.45,290.34,281.8,18,17,"street","25-50 kW","Reg7"
0,34,"stable","only partner","Female","normal",1,"private or freelance work",2,193.19,"1 per year",193.2,254.69,193.2,17,9,"carport","25-50 kW","Reg4"
0,34,"down","same","Male","medical",2,"private or freelance work",1,633.68,"2 per year",646.61,449.03,603.5,11,9,"private garage","75 kW","Reg7"
0,35,"up","same","Male","medical",2,"private or freelance work",1,1137.04,"4 per year",741.55,1148.86,1137.05,15,13,"parking deck","75 kW","Reg5"
0,24,"stable","same","Male","normal",1,"private or freelance work",1,378.39,"1 per year",378.4,309.93,385.59,12,5,"street","75 kW","Reg12"
0,71,"down","only partner","Male","normal",6,"private or freelance work",1,459.12,"2 per year",468.49,424.23,401.56,5,0,"street","75 kW","Reg1"
1,74,"stable","same","Male","normal",0,"private or freelance work",1,208.29,"1 per year",208.3,298.32,191.39,13,3,"private garage","75 kW","Reg12"
0,40,"down","same","Male","normal",0,"private or freelance work",1,672.34,"1 per year",781,660.09,611.21,16,15,"other","75 kW","Reg1"
0,37,"stable","only partner","Male","normal",1,"private or freelance work",1,316.68,"1 per year",316.69,363.44,350.92,10,4,"underground garage","100 kW","Reg8"
0,39,"stable","same","Male","normal",0,"private or freelance work",1,146.16,"1 per year",146.18,202.05,146.18,17,15,"private garage","125-300 kW","Reg5"
0,56,"down","same","Male","medical",8,"private or freelance work",1,295.14,"1 per year",301.16,289.91,267.7,12,3,"underground garage","75 kW","Reg4"
0,47,"stable","same","Male","normal",2,"private or freelance work",1,525.07,"2 per year",525.09,401.97,505.5,16,14,"street","75 kW","Reg12"
0,74,"stable","same","Male","normal",4,"private or freelance work",1,246.66,"1 per year",244.34,226.11,246.66,16,0,"unknown","75 kW","Reg4"
1,44,"stable","only partner","Male","medical",4,"private or freelance work",1,538.8,"1 per year",538.81,332.75,513.88,18,16,"unknown","25-50 kW","Reg4"
0,35,"up","only partner","Female","medical",0,"private or freelance work",3,188,"1 per year",136.72,277.16,188,10,2,"carport","100 kW","Reg14"
0,40,"stable","same","Female","normal",6,"unknown",1,388.89,"12 per year",388.9,309.49,392.45,17,10,"street","75 kW","Reg9"
0,35,"down","only partner","Male","normal",1,"private or freelance work",1,420.19,"12 per year",428.76,375.21,393.03,17,13,"private garage","75 kW","Reg4"
0,52,"up","same","Male","normal",0,"private or freelance work",1,444.2,"1 per year",370.16,545.55,444.19,11,5,"private garage","100 kW","Reg4"
0,55,"stable","only partner","Male","normal",4,"private or freelance work",2,188.46,"1 per year",188.47,180.78,199.13,10,0,"unknown","100 kW","Reg4"
0,59,"down","all drivers > 24","Female","normal",2,"private or freelance work",1,275.28,"4 per year",280.9,263.88,240.77,18,13,"street","100 kW","Reg4"
0,23,"down","same","Female","normal",0,"private or freelance work",1,558.28,"12 per year",782.13,481.71,476.51,14,12,"private garage","25-50 kW","Reg14"
0,27,"stable","same","Female","medical",0,"private or freelance work",1,524,"4 per year",524.01,724.4,491.49,9,7,"parking deck","25-50 kW","Reg5"
0,40,"stable","only partner","Female","normal",1,"private or freelance work",1,283.53,"1 per year",283.54,341.06,283.54,18,12,"parking deck","100 kW","Reg7"
0,33,"down","same","Male","normal",0,"private or freelance work",1,636.7,"4 per year",739.6,672.57,589.79,17,17,"private garage","75 kW","Reg8"
0,66,"stable","same","Male","normal",2,"private or freelance work",2,244.1,"1 per year",244.11,274.83,237.41,18,10,"street","75 kW","Reg7"
0,38,"stable","all drivers > 24","Female","normal",5,"unknown",2,252.84,"12 per year",252.85,213.92,241.75,13,0,"unknown","25-50 kW","Reg5"
0,34,"down","same","Male","normal",0,"private or freelance work",1,954.98,"4 per year",1109.33,551.09,868.14,9,9,"carport","25-50 kW","Reg13"
0,46,"down","all drivers > 24","Male","normal",1,"private or freelance work",2,350.09,"1 per year",357.24,387.48,324.76,14,8,"other","75 kW","Reg10"
0,37,"down","only partner","Male","normal",0,"private or freelance work",1,318.52,"1 per year",325.02,472.22,297.94,13,8,"private garage","75 kW","Reg5"
0,56,"stable","all drivers > 24","Female","normal",4,"private or freelance work",1,239.31,"1 per year",239.33,233.91,237.1,15,0,"unknown","100 kW","Reg4"
0,47,"down","same","Male","normal",1,"private or freelance work",1,533.85,"1 per year",544.75,630.97,484.78,12,9,"private garage","75 kW","Reg5"
1,55,"stable","same","Male","normal",1,"private or freelance work",1,201.95,"1 per year",201.96,214.72,198.2,15,0,"private garage","100 kW","Reg4"
0,30,"down","same","Female","medical",2,"private or freelance work",1,443.11,"1 per year",452.15,343.29,414.47,15,9,"street","100 kW","Reg5"
0,31,"down","only partner","Male","normal",0,"private or freelance work",1,200.13,"1 per year",204.21,235.1,178.19,7,0,"other","100 kW","Reg4"
0,22,"down","same","Female","medical",0,"private or freelance work",2,614.1,"12 per year",640.8,607.38,544.15,4,4,"private garage","25-50 kW","Reg3"
0,40,"down","same","Female","normal",6,"unknown",1,494.83,"2 per year",504.93,343.73,425.69,14,8,"private garage","75 kW","Reg5"
1,40,"down","only partner","Male","medical",8,"private or freelance work",3,272.94,"1 per year",278.51,239.5,260.1,10,1,"private garage","100 kW","Reg10"
0,37,"stable","same","Male","normal",0,"private or freelance work",1,225.51,"1 per year",225.52,329.25,233.97,13,10,"private garage","75 kW","Reg3"
0,70,"down","same","Male","normal",0,"private or freelance work",1,207.29,"1 per year",211.53,248.86,192.3,9,3,"carport","25-50 kW","Reg13"
0,36,"up","all drivers > 24","Female","normal",4,"private or freelance work",1,887.43,"1 per year",443.71,919.25,815.43,13,9,"unknown","75 kW","Reg4"
0,47,"stable","young drivers","Male","normal",0,"private or freelance work",3,264.09,"1 per year",264.1,373.07,274.4,17,11,"private garage","125-300 kW","Reg7"
0,57,"stable","same","Female","medical",6,"unknown",1,172.69,"1 per year",172.7,149.44,168.09,6,0,"private estate","75 kW","Reg6"
0,33,"up","young drivers","Male","medical",2,"private or freelance work",2,357.08,"1 per year",267.81,489.36,353.73,8,0,"underground garage","100 kW","Reg8"
0,31,"down","all drivers > 24","Male","normal",0,"private or freelance work",1,512.29,"12 per year",522.75,520.88,439.54,18,18,"underground garage","150 kW","Reg4"
0,28,"down","same","Female","normal",1,"private or freelance work",1,437.31,"4 per year",446.24,420.17,382.49,12,8,"street","75 kW","Reg8"
0,45,"stable","only partner","Male","normal",1,"private or freelance work",2,215.41,"1 per year",215.42,297.29,215.42,14,8,"private garage","75 kW","Reg11"
0,43,"stable","same","Female","normal",0,"private or freelance work",1,201.31,"4 per year",201.32,268.78,201.32,16,9,"private garage","75 kW","Reg7"
0,41,"stable","only partner","Female","medical",7,"private or freelance work",1,208.78,"1 per year",208.79,193.61,208.79,9,2,"carport","25-50 kW","Reg3"
0,75,"stable","same","Male","normal",8,"unknown",1,197.28,"2 per year",193.71,183.9,197.28,8,0,"private garage","100 kW","Reg7"
0,30,"stable","only partner","Male","medical",0,"private or freelance work",1,288.84,"1 per year",288.85,466.65,300.03,14,8,"parking deck","75 kW","Reg5"
0,31,"down","same","Female","medical",0,"private or freelance work",1,399.29,"4 per year",407.44,444.9,380.28,14,13,"other","75 kW","Reg5"
0,51,"down","same","Male","normal",0,"private or freelance work",1,404.42,"12 per year",412.68,435.95,370.85,11,6,"underground garage","125-300 kW","Reg4"
0,53,"stable","same","Female","normal",2,"private or freelance work",1,221.11,"4 per year",221.12,249.36,223.21,18,12,"private garage","75 kW","Reg4"
1,56,"stable","only partner","Female","medical",1,"private or freelance work",1,119.22,"1 per year",119.24,111.46,119.24,18,4,"other","75 kW","Reg10"
0,33,"down","only partner","Male","normal",0,"private or freelance work",1,299.66,"4 per year",305.77,333.84,271.8,12,10,"street","25-50 kW","Reg4"
0,33,"stable","same","Female","normal",0,"private or freelance work",1,191.9,"12 per year",191.91,226.62,178.19,13,9,"carport","75 kW","Reg13"
0,37,"down","only partner","Male","normal",0,"private or freelance work",1,391.28,"12 per year",399.26,420.77,362.98,12,10,"private garage","150 kW","Reg8"
0,37,"stable","only partner","Male","normal",0,"private or freelance work",1,333.5,"4 per year",333.51,360.6,306.25,6,2,"private garage","100 kW","Reg12"
0,55,"stable","same","Male","normal",2,"private or freelance work",1,280.11,"2 per year",280.13,238.56,280.13,18,13,"street","25-50 kW","Reg4"
1,48,"stable","same","Male","normal",5,"unknown",1,286.65,"4 per year",284.03,222.16,286.65,16,0,"unknown","75 kW","Reg14"
0,37,"stable","same","Male","normal",0,"private or freelance work",1,213.89,"1 per year",213.9,302.99,204.21,14,11,"street","75 kW","Reg14"
0,58,"stable","same","Male","normal",3,"private or freelance work",1,212.25,"12 per year",212.26,273.56,224.66,14,7,"private garage","100 kW","Reg10"
0,49,"stable","same","Male","normal",6,"unknown",1,356.79,"2 per year",356.8,258.55,334.44,13,7,"street","25-50 kW","Reg10"
0,49,"stable","same","Male","normal",3,"private or freelance work",1,209.66,"1 per year",209.66,214.91,209.66,18,6,"unknown","75 kW","Reg4"
0,41,"down","only partner","Male","normal",1,"private or freelance work",1,461.37,"4 per year",470.79,439,403.53,13,10,"street","100 kW","Reg7"
0,34,"stable","same","Female","normal",1,"private or freelance work",1,205.85,"4 per year",205.85,239.69,205.85,10,5,"carport","25-50 kW","Reg3"
0,39,"stable","only partner","Female","normal",5,"unknown",1,172.8,"1 per year",172.81,135.88,164.24,17,8,"unknown","25-50 kW","Reg12"
0,42,"stable","only partner","Male","normal",4,"private or freelance work",1,202.54,"1 per year",202.55,221.38,210.1,15,0,"unknown","75 kW","Reg4"
0,70,"stable","same","Male","normal",0,"private or freelance work",1,292.39,"1 per year",292.4,536.29,303.58,15,10,"private garage","100 kW","Reg3"
0,44,"stable","same","Male","medical",8,"private or freelance work",2,147.47,"1 per year",147.49,157.65,147.49,10,2,"street","100 kW","Reg12"
0,24,"down","same","Female","medical",0,"private or freelance work",1,354.63,"1 per year",361.86,430.84,279.95,11,9,"private garage","100 kW","Reg11"
0,41,"stable","all drivers > 24","Male","medical",0,"private or freelance work",2,176.54,"1 per year",176.55,297,176.55,17,9,"private garage","75 kW","Reg7"
0,62,"stable","same","Female","normal",0,"private or freelance work",1,197.64,"4 per year",197.65,247.26,197.65,7,0,"private garage","25-50 kW","Reg5"
0,48,"stable","only partner","Male","medical",1,"private or freelance work",1,261.45,"1 per year",261.46,321.3,268.99,15,4,"street","125-300 kW","Reg5"
1,35,"stable","same","Male","normal",2,"private or freelance work",1,309.16,"2 per year",309.17,311.77,281.75,15,5,"private garage","125-300 kW","Reg12"
0,62,"down","same","Male","medical",6,"unknown",1,389.05,"12 per year",396.99,262.62,353.88,15,5,"street","75 kW","Reg12"
0,39,"down","all drivers > 24","Male","normal",4,"private or freelance work",1,521.21,"1 per year",531.85,391.56,487.54,4,0,"unknown","75 kW","Reg4"
0,39,"stable","only partner","Male","medical",8,"unknown",2,258.43,"1 per year",258.43,230.1,258.43,8,0,"street","75 kW","Reg6"
0,60,"down","same","Male","medical",2,"private or freelance work",1,757.29,"1 per year",772.75,540.56,688.23,11,6,"street","125-300 kW","Reg9"
0,68,"stable","same","Male","normal",10,"private or freelance work",1,179.24,"4 per year",179.25,272.41,179.25,18,8,"private garage","100 kW","Reg5"
0,64,"stable","same","Female","normal",10,"unknown",1,230.11,"2 per year",230.13,180.23,232.19,15,5,"private garage","75 kW","Reg8"
0,38,"down","only partner","Male","normal",1,"private or freelance work",1,331.88,"2 per year",338.65,342.64,293.53,11,7,"parking deck","75 kW","Reg14"
0,35,"stable","same","Female","medical",2,"private or freelance work",1,210.96,"4 per year",210.97,193.72,196.21,17,13,"underground garage","25-50 kW","Reg14"
0,37,"stable","only partner","Male","normal",1,"private or freelance work",1,462.4,"4 per year",462.41,371.4,420.34,3,2,"street","100 kW","Reg2"
0,52,"stable","only partner","Male","normal",2,"private or freelance work",1,438.59,"1 per year",438.6,361.23,399.43,2,0,"private garage","25-50 kW","Reg12"
0,53,"stable","same","Female","normal",10,"unknown",1,316.01,"1 per year",316.03,212.88,313.27,17,7,"private garage","25-50 kW","Reg3"
0,51,"stable","same","Male","normal",2,"private or freelance work",1,270.43,"4 per year",270.44,241.54,286.08,16,14,"private garage","25-50 kW","Reg13"
1,25,"down","same","Male","normal",0,"private or freelance work",1,531.54,"2 per year",542.39,405.32,448.11,12,9,"other","75 kW","Reg12"
0,63,"stable","same","Female","medical",9,"private or freelance work",2,165.55,"1 per year",165.56,167.31,162.56,9,0,"private garage","25-50 kW","Reg8"
1,50,"down","young drivers","Male","medical",0,"private or freelance work",1,1147.92,"12 per year",1333.44,958.58,1043.56,6,6,"other","150 kW","Reg14"
0,25,"down","same","Female","medical",0,"private or freelance work",1,413.39,"4 per year",421.82,540.24,424.52,11,8,"private garage","75 kW","Reg4"
